"EMD-","Status","Entry Title","Entry Authors","Deposit Date","Resolution (Å)","Associated PDB","Citation Title"
"20794","REL","Integrin alpha-v beta-8 in complex with latent TGF-beta (Primary map: sharpened. Additional map: unsharpened.)","Campbell MG, Cormier A, Cheng Y, Nishimura SL","2019-10-02","3.3","6uja","Cryo-EM Reveals Integrin-Mediated TGF-beta Activation without Release from Latent TGF-beta."
"20795","REL","Integrin alpha-v beta-8 in complex with Fabs C6D4 and 11D12v2 (Primary map: sharpened  focused refinement. Five additional maps.)","Campbell MG, Cormier A, Cheng Y, Nishimura SL","2019-10-02","3.5","6ujb","Cryo-EM Reveals Integrin-Mediated TGF-beta Activation without Release from Latent TGF-beta."
"20796","REL","Integrin alpha-v beta-8 in complex with Fabs C6-RGD3 and 11D12v2 (Primary map: sharpened  focused refinement. Five additional maps.)","Campbell MG, Cormier A, Cheng Y, Nishimura SL","2019-10-02","3.6","6ujc","Cryo-EM Reveals Integrin-Mediated TGF-beta Activation without Release from Latent TGF-beta."
"20797","REL","Integrin alpha-v beta-8 in complex with latent TGF-beta  Conformation i (Primary map: sharpened. Additional map: unsharpened.)","Campbell MG, Cormier A, Cheng Y, Nishimura SL","2019-10-02","3.4","","Cryo-EM Reveals Integrin-Mediated TGF-beta Activation without Release from Latent TGF-beta."
"20798","REL","Integrin alpha-v beta-8 in complex with latent TGF-beta  Conformation ii (Primary map: sharpened. Additional map: unsharpened.)","Campbell MG, Cormier A, Cheng Y, Nishimura SL","2019-10-02","3.6","","Cryo-EM Reveals Integrin-Mediated TGF-beta Activation without Release from Latent TGF-beta."
"20799","REL","Integrin alpha-v beta-8 in complex with latent TGF-beta  Conformation iii (Primary map: sharpened. Additional map: unsharpened.)","Campbell MG, Cormier A, Cheng Y, Nishimura SL","2019-10-02","3.6","","Cryo-EM Reveals Integrin-Mediated TGF-beta Activation without Release from Latent TGF-beta."
"20800","REL","Integrin alpha-v beta-8 in complex with latent TGF-beta  Conformation v (Primary map: sharpened. Additional map: unsharpened.)","Campbell MG, Cormier A, Cheng Y, Nishimura SL","2019-10-02","3.5","","Cryo-EM Reveals Integrin-Mediated TGF-beta Activation without Release from Latent TGF-beta."
"20801","REL","Integrin alpha-v beta-8 in complex with latent TGF-beta  Conformation vi (Primary map: sharpened. Additional map: unsharpened.)","Campbell MG, Cormier A, Cheng Y, Nishimura SL","2019-10-02","3.5","","Cryo-EM Reveals Integrin-Mediated TGF-beta Activation without Release from Latent TGF-beta."
"20802","REL","Integrin alpha-v beta-8 in complex with latent TGF-beta  Conformation vii (Primary map: sharpened. Additional map: unsharpened.)","Campbell MG, Cormier A, Cheng Y, Nishimura SL","2019-10-02","3.5","","Cryo-EM Reveals Integrin-Mediated TGF-beta Activation without Release from Latent TGF-beta."
"20806","REL","Single-Particle Cryo-EM Structure of Plasmodium falciparum Chloroquine Resistance Transporter (PfCRT) 7G8 Isoform","Kim J, Tan YZ, Wicht KJ, Erramilli SK, Dhingra SK, Okombo J, Vendome J, Hagenah LM, Giacometti SI, Warren AL, Nosol K, Roepe PD, Potter CS, Carragher B, Kossiakoff AA, Quick M, Fidock DA, Mancia F","2019-10-05","3.3","6ukj","Structure and drug resistance of the Plasmodium falciparum transporter PfCRT."
"20807","REL","Cryo-EM structure of the potassium-chloride cotransporter KCC4 in lipid nanodiscs","Reid MS, Kern DM, Brohawn SG","2019-10-05","3.7","6ukn","Cryo-EM structure of the potassium-chloride cotransporter KCC4 in lipid nanodiscs."
"20808","REL","Apo mBcs1","Tang WK, Borgnia MJ, Hsu AL, Xia D","2019-10-05","3.8","6ukp","Structures of AAA protein translocase Bcs1 suggest translocation mechanism of a folded protein."
"20811","REL","ATPgammaS bound mBcs1","Tang WK, Borgnia MJ, Hsu AL, Xia D","2019-10-05","3.2","6uks","Structures of AAA protein translocase Bcs1 suggest translocation mechanism of a folded protein."
"20812","REL","Cryo-EM structure of mammalian Ric-8A:Galpha(i):nanobody complex","Mou TC, Zhang K, Johnston JD, Chiu W, Sprang SR","2019-10-05","3.9","6ukt","Structure of the G protein chaperone and guanine nucleotide exchange factor Ric-8A bound to G alpha i1."
"20814","REL","Cryo-EM structure of the FLCN-FNIP2-Rag-Ragulator complex","Shen K, Rogala KB, Yu ZH, Sabatini DM","2019-10-08","3.3","6ulg","Cryo-EM Structure of the Human FLCN-FNIP2-Rag-Ragulator Complex."
"20815","REL","Structure of M-6-P/IGFII Receptor at pH 4.5","Wang R, Qi X, Li X","2019-10-08","3.5","6um1","Marked structural rearrangement of mannose 6-phosphate/IGF2 receptor at different pH environments"
"20819","REL","Cryo-EM structure of vaccine-elicited HIV-1 neutralizing antibody DH270.mu1 in complex with CH848 10.17DT Env","Acharya P, Henderson R, Saunders K, Haynes BF","2019-10-09","3.5","6um7","Targeted selection of HIV-specific antibody mutations by engineering B cell maturation."
"20820","REL","A complete structure of the ESX-3 translocon complex","Poweleit N, Rosenberg OS","2019-10-09","3.7","6umm","A large inner membrane pore defines the ESX translocon"
"20822","REL","Human metabotropic GABA(B) receptor bound to agonist SKF97541 and positive allosteric modulator GS39783","Shaye H, Han GW, Gati C, Cherezov V","2019-10-14","3.6","6uo8","Structural basis of the activation of a metabotropic GABA receptor."
"20829","REL","MERS-CoV S structure in complex with 5-N-glycolyl neuraminic acid","Park YJ, Walls AC, Wang Z, Sauer MM, Li W, Tortorici MA, Bosch BJ, DiMaio F, Veesler D","2019-10-14","3","","Structures of MERS-CoV spike glycoprotein in complex with sialoside attachment receptors."
"20830","REL","Cryo-EM reconstruction of the inner membrane rings containing the core components of the export apparatus and associated membranes of the needle complex from Salmonella typhimurium type III secretion system.","Butan C, Galan J","2019-10-15","3.9","","High-resolution view of the type III secretion export apparatus in situ reveals membrane remodeling and a secretion pathway."
"20832","REL","Cryo-EM structure of the PrgHK periplasmic ring from the Salmonella SPI-1 type III secretion needle complex solved at 3.3 angstrom resolution","Butan C, Galan J","2019-10-15","3.3","6uot","High-resolution view of the type III secretion export apparatus in situ reveals membrane remodeling and a secretion pathway."
"20833","REL","Cryo-EM reconstruction of the PrgHK periplasmic ring from Salmonella's needle complex assembled in the absence of the export apparatus","Butan C, Galan J","2019-10-15","3.5","6uov","High-resolution view of the type III secretion export apparatus in situ reveals membrane remodeling and a secretion pathway."
"20837","REL","Equine spleen apoferritin prepared with the Shake-it-off device","Rubinstein JL, Guo H, Ripstein ZA, Benlekbir S","2019-10-16","2.6","","Shake-it-off: a simple ultrasonic cryo-EM specimen-preparation device."
"20839","REL","Structure of a Yeast Centromeric Nucleosome at 2.7 Angstrom resolution","Migl D, Kschonsak M, Arthur CP, Khin Y, Harrison SC, Ciferri C, Dimitrova YN","2019-10-17","2.7","6uph","Cryoelectron Microscopy Structure of a Yeast Centromeric Nucleosome at 2.7 angstrom Resolution."
"20845","REL","ClpA/ClpP Disengaged State bound to RepA-GFP","Lopez KL, Rizo AR, Southworth DR","2019-10-18","3","6uqe","Conformational plasticity of the ClpAP AAA+ protease couples protein unfolding and proteolysis."
"20846","REL","Human HCN1 channel in a hyperpolarized conformation","Lee C-H, MacKinnon R","2019-10-19","3","6uqf","Voltage Sensor Movements during Hyperpolarization in the HCN Channel."
"20847","REL","Human HCN1 channel Y289D mutant","Lee C-H, MacKinnon R","2019-10-19","3.5","6uqg","Voltage Sensor Movements during Hyperpolarization in the HCN Channel."
"20849","REL","Cryo-EM structure of type 3 IP3 receptor revealing presence of a self-binding peptide","Azumaya CM, Linton EA, Risener CJ, Nakagawa T, Karakas E","2019-10-20","3.8","6uqk","Cryo-EM structure of human type-3 inositol triphosphate receptor reveals the presence of a self-binding peptide that acts as an antagonist."
"20851","REL","ClpA/ClpP Engaged State bound to RepA-GFP","Lopez KL, Rizo AN, Southworth DR","2019-10-21","3.1","6uqo","Conformational plasticity of the ClpAP AAA+ protease couples protein unfolding and proteolysis."
"20853","REL","P7A7 ribosome large subunit","Watson ZL, Ward FR, Cate JHD","2019-10-21","3.1","","Defects in the Assembly of Ribosomes Selected for beta-Amino Acid Incorporation."
"20854","REL","E. coli large ribosomal subunit","Watson ZL, Ward FR, Cate JHD","2019-10-21","3.2","","Defects in the Assembly of Ribosomes Selected for beta-Amino Acid Incorporation."
"20856","REL","16-nm repeat of the doublet microtubule from Tetrahymena thermophila","Ichikawa M, Khalifa AAZ, Bui KH","2019-10-21","3.6","","The inner junction complex of the cilia is an interaction hub that involves tubulin post-translational modifications."
"20857","REL","CryoEM structure of human alpha4beta2 nicotinic acetylcholine receptor in complex with varenicline","Alvarez FJD, Mukherjee S, Han S, Ammirati M, Kossiakoff AA","2019-10-22","3.7","6ur8","Synthetic antibodies against BRIL as universal fiducial marks for single-particle cryoEM structure determination of membrane proteins."
"20858","REL","The inner junction complex of Chlamydomonas reinhardtii doublet microtubule","Khalifa AAZ, Ichikawa M, Bui KH","2019-10-23","3.6","6ve7","The inner junction complex of the cilia is an interaction hub that involves tubulin post-translational modifications."
"20860","REL","Cryo-EM structure of human CPSF160-WDR33-CPSF30-CPSF100 PIM complex","Sun Y, Zhang Y, Walz T, Tong L","2019-10-23","3","6urg","Structural Insights into the Human Pre-mRNA 3'-End Processing Machinery."
"20861","REL","Cryo-EM structure of human CPSF160-WDR33-CPSF30-PAS RNA-CstF77 complex","Sun Y, Zhang Y, Walz T, Tong L","2019-10-23","3.6","6uro","Structural Insights into the Human Pre-mRNA 3'-End Processing Machinery."
"20862","REL","Extended Sensor Paddles with Bound Lipids Revealed in Mechanosensitive Channel YnaI","Hu W, Wang Z, Zheng H","2019-10-24","3.3","6urt","Extended Sensor Paddles with Bound Lipids Revealed in Mechanosensitive Channel YnaI"
"20863","REL","CryoEM structure of human alpha4beta2 nicotinic acetylcholine receptor with varenicline in complex with anti-BRIL synthetic antibody BAK5","Alvarez FJD, Mukherjee S, Han S, Ammirati M, Kossiakoff AA","2019-10-26","3.9","6usf","Synthetic antibodies against BRIL as universal fiducial marks for single-particle cryoEM structure determination of membrane proteins."
"20865","REL","Cryo-EM structure of the asymmetric AAA+ domain hexamer from Thermococcus gammatolerans McrB","Niu Y, Suzuki H, Hosford CJ, Chappie JS, Walz T","2019-10-29","3.1","6ut4","Structural asymmetry governs the assembly and GTPase activity of McrBC restriction complexes"
"20866","REL","Cryo-EM structure of the Thermococcus gammatolerans McrBC complex","Niu Y, Suzuki H, Hosford CJ, Chappie JS, Walz T","2019-10-29","2.4","6ut5","Structural asymmetry governs the assembly and GTPase activity of McrBC restriction complexes"
"20867","REL","Cryo-EM structure of the Escherichia coli McrBC complex","Niu Y, Suzuki H, Hosford CJ, Chappie JS, Walz T","2019-10-29","3.3","6ut6","Structural asymmetry governs the assembly and GTPase activity of McrBC restriction complexes"
"20869","REL","Body 1 for multi-body refinement of the McrB-AAA+ and McrC complex from Thermococcus gammatolerans","Niu Y, Suzuki H, Hosford CJ, Chappie JS, Walz T","2019-10-29","4","","Structural asymmetry governs the assembly and GTPase activity of McrBC restriction complexes"
"20871","REL","Combined map of the half-complex from tetradecameric assembly of Thermococcus gammatolerans McrB AAA+ hexamers with bound McrC","Niu Y, Suzuki H, Hosford CJ, Chappie JS, Walz T","2019-10-29","3.7","6ut8","Structural asymmetry governs the assembly and GTPase activity of McrBC restriction complexes"
"20872","REL","C3 symmetrical reconstruction of the Staphylococcus aureus phage 80alpha baseplate","Kizziah JL, Dokland T","2019-10-29","4","6v8i","Structure of the host cell recognition and penetration machinery of a Staphylococcus aureus bacteriophage."
"20873","REL","C6 symmetrical reconstruction of the Staphylococcus aureus phage 80alpha baseplate","Kizziah JL, Dokland T","2019-10-29","3.5","6v8i","Structure of the host cell recognition and penetration machinery of a Staphylococcus aureus bacteriophage."
"20874","REL","Lower fiber-focused reconstruction of the Staphylococcus aureus phage 80alpha baseplate","Kizziah JL, Dokland T","2019-10-29","3.7","6v8i","Structure of the host cell recognition and penetration machinery of a Staphylococcus aureus bacteriophage."
"20876","REL","Receptor binding protein-focused reconstruction of the Staphylococcus aureus phage 80alpha baseplate","Kizziah JL, Dokland T","2019-10-29","3.6","6v8i","Structure of the host cell recognition and penetration machinery of a Staphylococcus aureus bacteriophage."
"20877","REL","Allosteric coupling between alpha-rings of the 20S proteasome  archaea 20S proteasome singly capped with a PAN complex","Cheng Y, Yu Z","2019-10-29","3.4","6utf","Allosteric coupling between alpha-rings of the 20S proteasome."
"20878","REL","Allosteric coupling between alpha-rings of the 20S proteasome  20S singly capped with a PA26/V230F","Yu Z, Cheng Y","2019-10-29","3.4","6utg","Allosteric coupling between alpha-rings of the 20S proteasome."
"20879","REL","Allosteric coupling between alpha-rings of 20S proteasome  20S proteasome singly capped with a PA26/E102A_PANc  together with LFP incubation","Cheng Y, Yu Z","2019-10-29","3.4","6uth","Allosteric coupling between alpha-rings of the 20S proteasome."
"20880","REL","Allosteric coupling between alpha-rings of 20S proteasome  20S proteasome with singly capped PAN complex","Cheng Y, Yu Z","2019-10-29","3.4","6uti","Allosteric coupling between alpha-rings of the 20S proteasome."
"20881","REL","Allosteric couple between alpha rings of the 20S proteasome. 20S proteasome singly capped by PA26/E102A  C-terminus replaced by PAN C-terminus","Cheng Y, Yu Z","2019-10-29","2.9","6utj","Allosteric coupling between alpha-rings of the 20S proteasome."
"20883","REL","CryoEM Structure of the active Adrenomedullin 1 receptor G protein complex with adrenomedullin peptide","Belousoff MJ, Liang YL, Sexton P, Danev R","2019-10-30","3","6uun","Structure and Dynamics of Adrenomedullin Receptors AM1and AM2Reveal Key Mechanisms in the Control of Receptor Phenotype by Receptor Activity-Modifying Proteins."
"20901","REL","CryoEM Structure of the active Adrenomedullin 2 receptor G protein complex with adrenomedullin peptide","Belousoff MJ, Liang YL, Sexton P, Danev R","2019-10-31","2.4","6uus","Structure and Dynamics of Adrenomedullin Receptors AM1and AM2Reveal Key Mechanisms in the Control of Receptor Phenotype by Receptor Activity-Modifying Proteins."
"20902","REL","Structure of human ATP citrate lyase E599Q mutant in complex with Mg2+  citrate  ATP and CoA","Wei X, Marmorstein R","2019-11-01","2.9","6uuw","Molecular basis for acetyl-CoA production by ATP-citrate lyase"
"20903","REL","Structure of ACLY in the presence of citrate and CoA","Xuepeng W, Ronen M","2019-11-01","3","6uuz","Molecular basis for acetyl-CoA production by ATP-citrate lyase."
"20904","REL","Structure of human ATP citrate lyase in complex with acetyl-CoA and oxaloacetate","Wei X, Marmorstein R","2019-11-01","3.4","6uv5","Molecular basis for acetyl-CoA production by ATP-citrate lyase."
"20906","REL","CryoEM Structure of the active Adrenomedullin 2 receptor G protein complex with adrenomedullin 2 peptide","Belousoff MJ, Liang YL, Sexton P, Danev R","2019-11-01","2.3","6uva","Structure and Dynamics of Adrenomedullin Receptors AM1and AM2Reveal Key Mechanisms in the Control of Receptor Phenotype by Receptor Activity-Modifying Proteins."
"20907","REL","2.6 Angstrom reconstruction of apo-state streptavidin","Han Y, Fan X, Yan N","2019-11-02","2.6","","High-yield monolayer graphene grids for near-atomic resolution cryoelectron microscopy."
"20908","REL","CryoEM structure of VcCascasde-TniQ complex","Chang L, Li Z, Zhang H","2019-11-03","3.1","6uvn","Cryo-EM structure of a type I-F CRISPR RNA guided surveillance complex bound to transposition protein TniQ."
